carat,color,clarity,cut,price
1,I,VS2,VERY GOOD,2710.00
1.33,J,SI2,IDEAL,2710.00
1,I,VS2,IDEAL,2710.00
1.25,I,SI2,IDEAL,2710.00
1,I,VS2,VERY GOOD,2710.00
1,I,VS2,VERY GOOD,2710.00
1,I,VS2,VERY GOOD,2710.00
1.06,J,VVS2,IDEAL,2710.00
1.06,J,VVS2,IDEAL,2710.00
1.06,J,VVS2,IDEAL,2710.00
1.38,J,SI2,IDEAL,2710.00
1,I,VS2,VERY GOOD,2710.00
1,I,VS2,IDEAL,2710.00
1.2,I,SI2,IDEAL,2710.00
1,I,VS2,IDEAL,2710.00
1.2,J,SI1,IDEAL,2710.00
1.06,J,VVS2,IDEAL,2710.00
1.2,J,SI1,IDEAL,2710.00
1,I,VS2,VERY GOOD,2710.00
1,I,VS2,IDEAL,2710.00
1.2,J,SI1,IDEAL,2710.00
1,I,VS2,VERY GOOD,2710.00
1.2,J,SI1,IDEAL,2710.00
1,I,VS2,IDEAL,2710.00
1.2,J,SI1,IDEAL,2710.00
1,I,VS2,IDEAL,2710.00
1,I,VS2,VERY GOOD,2710.00
1.2,J,SI1,IDEAL,2710.00
1,I,VS2,VERY GOOD,2710.00
1,I,VS2,IDEAL,2710.00
1.2,J,SI1,IDEAL,2710.00
1,I,VS2,VERY GOOD,2710.00
1,I,VS2,IDEAL,2710.00
1.2,J,SI1,IDEAL,2710.00
1.06,G,SI2,IDEAL,2710.00
1.03,D,SI2,IDEAL,2710.00
1.19,J,VS2,SUPER IDEAL,2720.00
1.19,J,VS2,IDEAL,2720.00
1.19,J,VS2,IDEAL,2720.00
1.19,J,VS2,IDEAL,2720.00
1.08,I,SI1,SUPER IDEAL,2720.00
0.94,G,SI1,IDEAL,2720.00
1,J,SI2,GOOD,2720.00
1,J,SI2,IDEAL,2720.00
1.12,J,VS2,IDEAL,2720.00
1.07,I,SI1,IDEAL,2720.00
1.08,J,VS1,IDEAL,2720.00
1.12,J,VS2,IDEAL,2720.00
1.12,J,VS2,IDEAL,2720.00
1.07,I,SI1,VERY GOOD,2720.00
1.08,J,VS1,IDEAL,2720.00
1.08,J,VS1,IDEAL,2720.00
1.12,J,VS2,IDEAL,2720.00
1.12,J,VS2,IDEAL,2720.00
1.39,J,SI2,IDEAL,2720.00
1.12,J,VS2,IDEAL,2720.00
1.08,J,VS1,IDEAL,2720.00
1.07,I,SI1,IDEAL,2720.00
1.12,J,VS2,IDEAL,2720.00
1.12,H,SI2,IDEAL,2720.00
1.07,I,SI1,IDEAL,2720.00
1.07,I,SI1,IDEAL,2720.00
1.08,E,SI2,IDEAL,2720.00
1.01,J,SI1,SUPER IDEAL,2720.00
0.9,H,VS2,VERY GOOD,2720.00
1.03,I,VS2,IDEAL,2730.00
1.03,I,VS2,IDEAL,2730.00
1.02,D,SI2,SUPER IDEAL,2730.00
1.03,J,VS2,IDEAL,2730.00
1.11,I,SI2,SUPER IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.13,J,VS1,IDEAL,2730.00
1.26,I,SI2,IDEAL,2730.00
1.34,J,SI2,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.21,I,SI2,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.17,J,VS2,VERY GOOD,2730.00
1.13,J,VS1,VERY GOOD,2730.00
1.26,J,SI1,VERY GOOD,2730.00
1.03,I,SI1,IDEAL,2730.00
1.21,I,SI2,IDEAL,2730.00
1.17,J,VS2,VERY GOOD,2730.00
1.17,J,VS2,VERY GOOD,2730.00
1.03,I,SI1,IDEAL,2730.00
1.26,J,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.21,I,SI2,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.21,I,SI2,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.21,I,SI2,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.03,I,SI1,IDEAL,2730.00
1.21,I,SI2,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.21,J,SI1,IDEAL,2730.00
1.01,J,VS2,VERY GOOD,2730.00
1.01,J,VS2,VERY GOOD,2730.00
1.2,J,VS2,VERY GOOD,2740.00
0.9,H,VS2,SUPER IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1,I,VS1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.2,J,VS2,IDEAL,2740.00
1,I,VS1,IDEAL,2740.00
1,I,VS1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.2,J,VS2,IDEAL,2740.00
1.01,I,VS1,VERY GOOD,2740.00
1.26,J,SI1,SUPER IDEAL,2740.00
1.09,I,SI1,SUPER IDEAL,2740.00
1.08,I,SI1,VERY GOOD,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.09,J,VS1,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.09,J,VS1,IDEAL,2740.00
1.07,J,VVS2,IDEAL,2740.00
1.13,J,VS2,IDEAL,2740.00
1.01,I,VS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,IDEAL,2740.00
1.13,J,VS2,IDEAL,2740.00
1.13,J,VS2,IDEAL,2740.00
1.08,I,SI1,VERY GOOD,2740.00
1.09,J,VS1,IDEAL,2740.00
1.07,J,VVS2,VERY GOOD,2740.00
1.08,I,SI1,IDEAL,2740.00
1.09,J,VS1,IDEAL,2740.00
1.09,J,VS1,IDEAL,2740.00
1.01,I,VS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.08,I,SI1,VERY GOOD,2740.00
1.07,J,VVS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,IDEAL,2740.00
1.2,J,VS2,VERY GOOD,2740.00
0.9,H,VS2,SUPER IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1,I,VS1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.2,J,VS2,IDEAL,2740.00
1,I,VS1,IDEAL,2740.00
1,I,VS1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.2,J,VS2,IDEAL,2740.00
1.01,I,VS1,VERY GOOD,2740.00
1.26,J,SI1,SUPER IDEAL,2740.00
1.09,I,SI1,SUPER IDEAL,2740.00
1.08,I,SI1,VERY GOOD,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.09,J,VS1,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.09,J,VS1,IDEAL,2740.00
1.07,J,VVS2,IDEAL,2740.00
1.13,J,VS2,IDEAL,2740.00
1.01,I,VS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,IDEAL,2740.00
1.13,J,VS2,IDEAL,2740.00
1.13,J,VS2,IDEAL,2740.00
1.08,I,SI1,VERY GOOD,2740.00
1.09,J,VS1,IDEAL,2740.00
1.07,J,VVS2,VERY GOOD,2740.00
1.08,I,SI1,IDEAL,2740.00
1.09,J,VS1,IDEAL,2740.00
1.09,J,VS1,IDEAL,2740.00
1.01,I,VS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.08,I,SI1,VERY GOOD,2740.00
1.07,J,VVS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.01,I,VS2,IDEAL,2740.00
0.96,H,VVS2,IDEAL,2740.00
1.01,I,VS2,IDEAL,2740.00
1.01,I,VS2,IDEAL,2740.00
1.01,I,VS2,VERY GOOD,2740.00
1.09,J,VS1,IDEAL,2740.00
1.08,I,SI1,IDEAL,2740.00
1.13,J,VS2,IDEAL,2740.00
1.08,I,SI1,IDEAL,2740.00
1.08,I,SI1,VERY GOOD,2740.00
1.08,I,SI1,IDEAL,2740.00
1.02,I,SI1,IDEAL,2740.00
1.03,I,VS2,SUPER IDEAL,2740.00
1.03,I,VS2,IDEAL,2740.00
1.04,D,SI2,IDEAL,2740.00
1.16,J,VS1,IDEAL,2750.00
1.04,J,VS2,SUPER IDEAL,2750.00
1,J,SI1,VERY GOOD,2750.00
0.97,I,VS1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.14,J,VS1,VERY GOOD,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.22,I,SI2,IDEAL,2750.00
1.27,J,SI1,VERY GOOD,2750.00
1.27,J,SI1,IDEAL,2750.00
1.22,I,SI2,IDEAL,2750.00
1.14,J,VS1,VERY GOOD,2750.00
1.04,I,SI1,IDEAL,2750.00
1.14,J,VS1,VERY GOOD,2750.00
1.04,I,SI1,IDEAL,2750.00
1.22,I,SI2,IDEAL,2750.00
1.18,J,VS2,VERY GOOD,2750.00
1.14,J,VS1,VERY GOOD,2750.00
1.27,I,SI2,VERY GOOD,2750.00
1.22,J,SI1,IDEAL,2750.00
1.14,J,VS1,VERY GOOD,2750.00
1.14,J,VS1,VERY GOOD,2750.00
1.27,J,SI1,VERY GOOD,2750.00
1.27,J,SI1,VERY GOOD,2750.00
1.22,I,SI2,IDEAL,2750.00
1.27,J,SI1,IDEAL,2750.00
1.22,I,SI2,IDEAL,2750.00
1.22,I,SI2,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.18,J,VS2,VERY GOOD,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.22,I,SI2,IDEAL,2750.00
1.04,I,SI1,IDEAL,2750.00
1.18,J,VS2,IDEAL,2750.00
1.27,J,SI1,IDEAL,2750.00
1.01,F,SI2,IDEAL,2750.00
1.01,F,SI2,IDEAL,2750.00
1,J,SI1,IDEAL,2750.00
1.21,J,VS2,IDEAL,2760.00
1.21,J,VS2,IDEAL,2760.00
1.04,I,VS2,IDEAL,2760.00
1.04,I,VS2,IDEAL,2760.00
1.03,I,SI1,IDEAL,2760.00
1.03,I,SI1,IDEAL,2760.00
1.21,J,VS2,IDEAL,2760.00
1.03,I,SI1,IDEAL,2760.00
1.03,I,SI1,IDEAL,2760.00
1.03,I,SI1,VERY GOOD,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.09,I,SI1,IDEAL,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.23,J,SI1,IDEAL,2760.00
1.23,J,SI1,IDEAL,2760.00
1.1,J,VS1,IDEAL,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.23,J,SI1,IDEAL,2760.00
1.09,I,SI1,VERY GOOD,2760.00
1.09,I,SI1,VERY GOOD,2760.00
1.23,J,SI1,IDEAL,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.09,I,SI1,VERY GOOD,2760.00
1.36,J,SI2,IDEAL,2760.00
1.23,J,SI1,IDEAL,2760.00
1.08,J,VVS2,VERY GOOD,2760.00
1.14,J,VS2,IDEAL,2760.00
1.36,J,SI2,IDEAL,2760.00
1.23,I,SI2,IDEAL,2760.00
1.14,J,VS2,IDEAL,2760.00
1.09,I,SI1,IDEAL,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.1,J,VS1,IDEAL,2760.00
1.02,I,VS2,IDEAL,2760.00
1.14,J,VS2,IDEAL,2760.00
1.23,J,SI1,IDEAL,2760.00
1.1,J,VS1,IDEAL,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.36,J,SI2,IDEAL,2760.00
1.23,J,SI1,IDEAL,2760.00
1.02,I,VS2,IDEAL,2760.00
1.14,J,VS2,IDEAL,2760.00
1.1,J,VS1,IDEAL,2760.00
1.41,J,SI2,VERY GOOD,2760.00
1.02,I,VS2,VERY GOOD,2760.00
1.23,J,SI1,IDEAL,2760.00
1.05,D,SI2,VERY GOOD,2760.00
1.17,J,VS1,IDEAL,2770.00
1.13,I,SI2,IDEAL,2770.00
0.96,G,SI1,IDEAL,2770.00
1.05,I,SI1,IDEAL,2770.00
1.05,I,SI1,IDEAL,2770.00
1.19,J,VS2,IDEAL,2770.00
1.05,I,SI1,IDEAL,2770.00
1.05,I,SI1,IDEAL,2770.00
1.15,J,VS1,IDEAL,2770.00
1.19,J,VS2,VERY GOOD,2770.00
1.19,J,VS2,IDEAL,2770.00
1.05,I,SI1,IDEAL,2770.00
1.05,I,SI1,IDEAL,2770.00
1.19,J,VS2,IDEAL,2770.00
1.19,J,VS2,VERY GOOD,2770.00
1.05,I,SI1,IDEAL,2770.00
1.19,J,VS2,VERY GOOD,2770.00
1.15,J,VS1,VERY GOOD,2770.00
1.05,I,SI1,IDEAL,2770.00
1.05,I,SI1,IDEAL,2770.00
1.15,J,VS1,IDEAL,2770.00
1.04,I,VS2,SUPER IDEAL,2770.00
1.03,I,SI1,VERY GOOD,2770.00
1.04,I,SI1,VERY GOOD,2780.00
1.05,I,VS2,IDEAL,2780.00
1.04,I,SI1,IDEAL,2780.00
1.02,D,SI2,SUPER IDEAL,2780.00
1,J,SI1,IDEAL,2780.00
1.24,I,SI2,IDEAL,2780.00
1,I,VS1,IDEAL,2780.00
1.11,J,VS1,IDEAL,2780.00
1,I,VS1,VERY GOOD,2780.00
1,H,SI1,VERY GOOD,2780.00
1.24,J,SI1,IDEAL,2780.00
1,H,SI1,VERY GOOD,2780.00
1,I,VS1,VERY GOOD,2780.00
1.1,I,SI1,VERY GOOD,2780.00
1,I,VS1,VERY GOOD,2780.00
1.24,J,SI1,IDEAL,2780.00
1.03,I,VS2,VERY GOOD,2780.00
1.1,I,SI1,IDEAL,2780.00
1.29,J,SI1,IDEAL,2780.00
1.03,I,VS2,VERY GOOD,2780.00
1.11,J,VS1,IDEAL,2780.00
1.15,J,VS2,IDEAL,2780.00
1,H,SI1,VERY GOOD,2780.00
1,I,VS1,VERY GOOD,2780.00
1,H,SI1,VERY GOOD,2780.00
1.1,I,SI1,IDEAL,2780.00
1.1,I,SI1,VERY GOOD,2780.00
1.03,I,VS2,IDEAL,2780.00
1,H,SI1,IDEAL,2780.00
1.09,J,VVS2,IDEAL,2780.00
1,I,VS1,VERY GOOD,2780.00
1.1,I,SI1,VERY GOOD,2780.00
1.29,I,SI2,VERY GOOD,2780.00
1,I,VS1,IDEAL,2780.00
1.1,I,SI1,VERY GOOD,2780.00
1.15,J,VS2,IDEAL,2780.00
1,H,SI1,VERY GOOD,2780.00
1.1,I,SI1,VERY GOOD,2780.00
1,I,VS1,IDEAL,2780.00
1.15,J,VS2,IDEAL,2780.00
1,I,VS1,VERY GOOD,2780.00
1.03,I,VS2,IDEAL,2780.00
1,H,SI1,IDEAL,2780.00
1,H,SI1,VERY GOOD,2780.00
1.37,J,SI2,IDEAL,2780.00
1,I,VS1,IDEAL,2780.00
1.03,I,VS2,IDEAL,2780.00
1,H,SI1,GOOD,2780.00
1,I,VS1,VERY GOOD,2780.00
1.03,I,VS2,VERY GOOD,2780.00
1,H,SI1,VERY GOOD,2780.00
1.03,I,VS2,VERY GOOD,2780.00
1.03,I,VS2,IDEAL,2780.00
1,H,SI1,IDEAL,2780.00
1.03,I,VS2,IDEAL,2780.00
1.24,J,SI1,IDEAL,2780.00
1,I,VS1,VERY GOOD,2780.00
1,H,SI1,VERY GOOD,2780.00
1.11,J,VS1,IDEAL,2780.00
1,I,VS1,IDEAL,2780.00
1.03,I,VS2,VERY GOOD,2780.00
1,H,SI1,VERY GOOD,2780.00
1.1,I,SI1,GOOD,2780.00
1,H,SI1,IDEAL,2780.00
1.24,J,SI1,IDEAL,2780.00
1.24,J,SI1,IDEAL,2780.00
1.03,I,VS2,IDEAL,2780.00
1,I,VS1,VERY GOOD,2780.00
1,H,SI1,IDEAL,2780.00
1,I,VS1,VERY GOOD,2780.00
1.03,I,VS2,IDEAL,2780.00
1.03,I,VS2,VERY GOOD,2780.00
1.09,G,SI2,IDEAL,2780.00
1.01,J,SI1,IDEAL,2780.00
1.18,J,VS1,IDEAL,2790.00
1.05,I,VS2,SUPER IDEAL,2790.00
0.92,F,SI1,IDEAL,2790.00
1.08,I,SI1,IDEAL,2790.00
0.9,E,SI2,VERY GOOD,2790.00
1,I,VVS2,VERY GOOD,2790.00
1,I,VVS2,VERY GOOD,2790.00
1,I,VS1,VERY GOOD,2790.00
0.92,H,VS2,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.16,J,VS1,VERY GOOD,2790.00
1.2,J,VS2,IDEAL,2790.00
1.2,J,VS2,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.06,I,SI1,IDEAL,2790.00
1.2,J,VS2,IDEAL,2790.00
1.04,D,SI2,IDEAL,2790.00
1.03,I,VS1,VERY GOOD,2790.00
1.36,J,SI2,VERY GOOD,2810.00
1.05,I,SI1,IDEAL,2810.00
1.05,I,SI1,IDEAL,2810.00
1.06,I,VS2,IDEAL,2810.00
1.05,I,SI1,IDEAL,2810.00
1.23,J,VS2,IDEAL,2810.00
1.05,I,SI1,IDEAL,2810.00
1.02,J,SI1,VERY GOOD,2810.00
1,J,VS2,VERY GOOD,2810.00
0.92,I,VVS1,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.04,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.3,J,SI1,IDEAL,2810.00
1.25,J,SI1,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.01,H,SI1,VERY GOOD,2810.00
1.11,I,SI1,VERY GOOD,2810.00
1.01,I,VS1,IDEAL,2810.00
1.01,I,VS1,VERY GOOD,2810.00
1.25,J,SI1,IDEAL,2810.00
1.01,I,VS1,VERY GOOD,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.25,J,SI1,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.11,I,SI1,VERY GOOD,2810.00
1,I,VS2,IDEAL,2810.00
1.04,I,VS2,IDEAL,2810.00
1.01,H,SI1,IDEAL,2810.00
1.01,H,SI1,VERY GOOD,2810.00
1.01,I,VS1,IDEAL,2810.00
1.16,J,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.16,J,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.04,I,VS2,IDEAL,2810.00
1.38,J,SI2,IDEAL,2810.00
1.04,I,VS2,IDEAL,2810.00
1.16,J,VS2,IDEAL,2810.00
1.16,J,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.01,I,VS1,VERY GOOD,2810.00
1.01,H,SI1,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.01,I,VS1,VERY GOOD,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.1,J,VVS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.01,I,VS1,VERY GOOD,2810.00
1.01,H,SI1,VERY GOOD,2810.00
1.01,I,VS1,IDEAL,2810.00
1.01,H,SI1,VERY GOOD,2810.00
1,I,VS2,IDEAL,2810.00
1.11,I,SI1,VERY GOOD,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.16,J,VS2,IDEAL,2810.00
1.25,J,SI1,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.04,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.01,I,VS1,VERY GOOD,2810.00
1.01,H,SI1,VERY GOOD,2810.00
1.11,I,SI1,VERY GOOD,2810.00
1.11,I,SI1,VERY GOOD,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.01,I,VS1,IDEAL,2810.00
1.01,H,SI1,IDEAL,2810.00
1.16,H,SI2,IDEAL,2810.00
1.25,J,SI1,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.11,I,SI1,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.25,I,SI2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.25,J,SI1,IDEAL,2810.00
1.3,J,SI1,VERY GOOD,2810.00
1.12,J,VS1,IDEAL,2810.00
1.25,J,SI1,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1,I,VS2,IDEAL,2810.00
1.07,D,SI2,IDEAL,2810.00
1.19,J,VS1,IDEAL,2820.00
1.03,I,VS1,IDEAL,2820.00
1.01,J,SI1,IDEAL,2820.00
1.01,J,SI1,IDEAL,2820.00
1.01,I,VVS2,VERY GOOD,2820.00
1.18,J,SI2,IDEAL,2820.00
1.06,J,VS2,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.21,J,VS2,VERY GOOD,2820.00
1.21,J,VS2,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.17,J,VS1,VERY GOOD,2820.00
1.21,J,VS2,VERY GOOD,2820.00
1.07,I,SI1,IDEAL,2820.00
1.17,J,VS1,VERY GOOD,2820.00
1.09,J,VVS1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.21,J,VS2,IDEAL,2820.00
1.07,I,SI1,IDEAL,2820.00
1.06,I,VS2,SUPER IDEAL,2820.00
1.06,I,VS2,SUPER IDEAL,2820.00
1.1,I,SI1,SUPER IDEAL,2820.00
1.1,I,SI1,SUPER IDEAL,2820.00
1.06,I,VS2,SUPER IDEAL,2820.00
1.06,D,SI2,IDEAL,2820.00
1.07,I,SI2,SUPER IDEAL,2830.00
1.07,I,VS2,IDEAL,2830.00
1.24,J,VS2,IDEAL,2830.00
0.93,H,VS2,IDEAL,2830.00
0.93,H,VS2,SUPER IDEAL,2830.00
1.02,I,VS1,IDEAL,2830.00
1.05,I,VS2,VERY GOOD,2830.00
1.17,J,VS2,IDEAL,2830.00
1.22,J,VS2,VERY GOOD,2830.00
1.17,J,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.17,J,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.17,J,VS2,IDEAL,2830.00
1.02,I,VS1,IDEAL,2830.00
1.26,I,SI2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.12,I,SI1,VERY GOOD,2830.00
1.02,I,VS1,VERY GOOD,2830.00
1.17,J,VS2,IDEAL,2830.00
1.31,J,SI1,VERY GOOD,2830.00
1.05,I,VS2,IDEAL,2830.00
1.13,J,VS1,IDEAL,2830.00
1.02,I,VS1,VERY GOOD,2830.00
1.26,I,SI2,IDEAL,2830.00
1.17,J,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.17,J,VS2,IDEAL,2830.00
1.05,I,VS2,IDEAL,2830.00
1.02,H,SI1,VERY GOOD,2830.00
1.17,J,VS2,IDEAL,2830.00
1.13,J,VS1,IDEAL,2830.00
1.22,J,VS2,VERY GOOD,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.26,I,SI2,IDEAL,2830.00
1.05,I,VS2,IDEAL,2830.00
1.26,J,SI1,IDEAL,2830.00
1.17,J,VS2,IDEAL,2830.00
1.02,I,VS1,IDEAL,2830.00
1.13,J,VS1,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.22,J,VS2,IDEAL,2830.00
1.31,J,SI1,VERY GOOD,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.05,I,VS2,VERY GOOD,2830.00
1.02,I,VS1,IDEAL,2830.00
1.26,J,SI1,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.02,I,VS1,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.02,I,VS1,IDEAL,2830.00
1.26,J,SI1,IDEAL,2830.00
1.26,I,SI2,IDEAL,2830.00
1.02,H,SI1,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.17,J,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.01,I,VS2,IDEAL,2830.00
1.05,I,VS2,IDEAL,2830.00
1.22,J,VS2,IDEAL,2830.00
1.02,I,VS1,VERY GOOD,2830.00
1.05,I,VS2,IDEAL,2830.00
1.05,I,VS2,VERY GOOD,2830.00
1.06,I,SI1,IDEAL,2840.00
1.18,J,VVS2,IDEAL,2840.00
1.06,I,SI1,VERY GOOD,2840.00
1.04,I,VS1,IDEAL,2840.00
1.08,I,SI1,IDEAL,2840.00
1.08,I,SI1,IDEAL,2840.00
1.08,I,SI1,IDEAL,2840.00
1.32,J,SI1,IDEAL,2840.00
1.46,J,SI2,IDEAL,2840.00
1.08,I,SI1,IDEAL,2840.00
1.32,J,SI1,IDEAL,2840.00
1.4,J,SI2,IDEAL,2840.00
1.32,J,SI1,VERY GOOD,2840.00
1.08,I,SI1,IDEAL,2840.00
1.4,J,SI2,IDEAL,2840.00
1.08,I,SI1,IDEAL,2840.00
1.4,J,SI2,IDEAL,2840.00
